Reaction,fc,pval,Truncating,WT,subSystem,rxnNames,geneRules,kegg,source
r2002,-0.7322532670022384,5.992179414411352e-8,0.517789688655734,3.349967597182468,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2003,-0.7168777399694634,0,1.3615144951316527,8.256341020607762,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2004,0.7607858911089457,0,0.48368040696464015,0.06571109986986484,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2005,-0.841840833239874,1.401313424540178e-13,0.2159048987351358,2.514318118468672,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2007,-0.7264389988526203,0,0.8445127944625914,5.329706417490169,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2017,1,0,13.389116281375475,0,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2026,0.6286301174806472,0,12.985173329085857,2.960956107809022,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2027,0.7755908051991623,0,10.87641103902459,1.3746222589368933,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2028,0.8300472231727806,0,51.250020425565545,4.75948553320705,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2029,0.7119965387599911,0.0028691999861436657,6.101901154392958,1.0265024565309286,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2031,0.6994227340810902,0,17.506903680380432,3.0964498340666293,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2032,0.9604759871788844,0,11.736573805525898,0.23661421848532335,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2034,0.6313107839229614,1.564153702981642e-13,10.81205569056347,2.4436106081202627,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2035,0.9831415601691658,0,28.097161541338266,0.238850476827017,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2036,0.923529598001457,0,22.33015810374841,0.8877410405635834,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2037,0.9272906287706572,0,3.9539737551264467,0.14916844470724536,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2038,-0.5559715940158135,0,1.5045419939598534,5.2722406338319185,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2039,0.5920826200453078,0,31.103582026077806,7.969242002605647,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2049,1,0,27.32457449947398,0,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2056,-0.9910656811432302,0.0030194531545804227,3.615021705627441e-9,8.056289203523193e-7,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2057,0.4839174333715451,1.1994541018318132e-11,5.742404313059524e-6,1.997115668200422e-6,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2059,0.9947420145598899,1.821143732158685e-4,5.315690994262695e-4,1.4011749713972677e-6,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2060,0.9994641964841787,1.6529424001939198e-5,0.005009316718578338,1.3423643766145688e-6,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2062,0.998595301020832,0,0.004694912922382355,3.2997872986015865e-6,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2063,0.9997061791204013,0.0045166064795884924,0.007950215512514115,1.1681412695907057e-6,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2065,0.9999999928625658,0,151.248012736612,5.397613815148361e-7,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2066,0.8605702129429005,0.03560074804631923,1.087406139122322e-5,8.148943015839905e-7,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2067,0.9970369519687498,0,0.0020578275799751277,3.0532444347045386e-6,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2071,0.9998278202908907,1.2550748335215608e-13,0.02840674467884237,2.4457430714392105e-6,"Transport, extracellular",Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,11136.1,NA,"PMID:14770309,PMID:14770310"
r2079,1,0,3.6547755531275645,0,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2080,-0.8330976066535926,9.184560930822388e-5,-2.326135308289528,-0.2117931684553623,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2082,1.0017063872992573,0,33.26692293712869,-0.028358931732177732,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2083,0.6526257398916211,0,54.792581987008454,11.517146422040463,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2085,1.2436511410545454,0.041756365442864235,0.6432036607928574,-0.06984923057556153,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2087,-0.996722469162115,0,-282.38840033111575,-0.4635279587626457,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2090,-0.8663560186066025,0,0.3043011752903461,4.24960648471266,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2091,-0.9266037770317466,0,0.084682816696167,2.222869623237848,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2093,-1,3.5714568112863757e-7,0,3.838151233881712,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2094,0.5859050707307865,0,98.48214476482458,25.714626633912324,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2096,-1.0000002223575444,0.0010430051773588946,-2.7789399027824405e-7,2.4995241091907023,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2098,-0.6266338749738526,0,0.17673755598068236,0.7699876241266728,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2099,0.8779230864671119,0,7.785815458362177,0.5061273953884841,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2101,1.4030067901312278,0,28.063308959043027,-167.33296716954112,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2105,-1,0,-4.463545590094477,0,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2106,1,1.6712816422434091e-15,0,-1.8042641204271466,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2108,-2.04842565992156,0,-8.223247267751582,23.910095810483394,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2109,-0.8710454936633342,5.008198110788594e-6,-3.556035609292984,-0.2450858720779419,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2111,-1,2.6190373585140635e-4,0,1.60210641105026,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2112,1,0,0,-189.39494966039658,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2114,-4.890416215406713,0,-2.2075729602083562,3.3424504838347437,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2117,0.8716536406166886,0,18.176825967657567,1.246453610575199,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2120,1,0,52.335627137327194,0,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2121,0.9638122064139495,0,-0.03930216934680939,-2.132820828611217,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2122,1.000000313566919,9.338531362009351e-4,7.796287536621094e-8,-0.4972647485073656,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2124,-1.0000000098682205,0,-4.6597123146057125e-7,94.43875480122269,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2125,0.6642146174670753,0,-0.4290634022384882,-2.126517778823897,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2126,-1.2328486928145854,0,-57.33094802657962,549.761868154025,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2128,1.0000684052648752,0,28.570291773688794,-9.77145767211914e-4,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2130,0.47659273386119366,0,1.5992135170519353,0.5668726086329668,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2131,-1.0977118935135632,0,-0.29520475504398347,6.337555269989371,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2132,-1.0834283539440208,0,-1.4318356810722501,35.75675313139111,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2133,1.0132175114176225,0,0.735216098421812,-111.98400948952437,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.13.1,6566.1,NA,PMID:12739169
r2139,-0.9604910632621442,0,8.242021316156908,408.98111839237214,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2141,1.0074569233942405,6.575219614934972e-11,0.006720242261886596,-1.8091371122211801,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2142,-0.583927868010053,0,-132.63788229820682,-34.84181797986794,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2143,1.0628173366846034,0,122.70739753077031,-3.7367108407041827,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2144,-0.9291859316258494,0,-440.0065528091192,-16.151192896912665,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2146,0.508166921504247,0,4.344147434258182,1.4166836412905714,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2148,0.9276286155227618,0,274.1881270155981,10.294189554743784,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2149,0.7323566823546627,0,-9.552988967698185e-9,-6.183298137329984e-8,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2151,0.7424751870297235,0,94.0255055597838,13.896267168656085,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2153,0.3698609646915994,0,79.64400681306441,36.63641706337605,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2157,0.8553159143636915,0,46.97470235467246,3.663253144979618,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2158,0.5879009126469628,0,28.475829973137472,7.390173687845989,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2159,-0.35002792800468757,0,5.854426843816708,12.159968223480677,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2166,0.9999999857979355,0,283.82644812431334,2.015460777329281e-6,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2167,0.9999998650183535,0,29.25658467567768,1.9745511177461595e-6,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2168,0.9999999311780196,0,41.80772222603457,1.438645168673247e-6,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2175,0.4954209230362016,0,8.269652086400054,2.7903136516878027,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2178,-0.6453226319309562,0,2.118279612584615,9.826545759933976,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2179,-0.5242264975315225,0,1.2346582798359584,3.955451187926009,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2181,-0.9942599239906055,0,1.2020018129849177,417.60841498904375,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2193,0.951412622753507,0,-2.0416357472961537,-81.99812367163894,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2195,-0.36016329308154377,0,-28.628632506050916,-13.4672432636749,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2196,0.8922737675286759,0,-13.542744210810215,-237.88615848315888,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2197,-1.1221844558184184,0,-1.5616707930183504,0.08991296467623906,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2199,0.8259349356734655,0,-0.11519324094848707,-1.208372075206996,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2200,-1.0354909713451719,0,-87.15472661174267,1.5196362687521352,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2201,-0.5963092572794687,0,-76.94889753618013,-19.459611260318756,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2212,-0.3605242466791778,1.7941141469567e-6,0.04245958709716797,0.0903353996608872,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076396,PMID:14579113"
r2213,-0.9192670160990802,3.869306882477042e-12,0.006540736961364746,0.1554930847884156,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076396,PMID:14579113"
r2214,-0.9801000138836424,2.8304894597134625e-12,7.726714313030243e-4,0.07688280297808815,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076396,PMID:14579113"
r2215,0.661503649940842,0,0.9789832907966979,0.19944721199702717,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076396,PMID:14579113"
r2216,0.4591485662959936,0,1.1565210457687731,0.4286788063676935,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,"PMID:11076396,PMID:14579113"
r2218,-0.5184860688832219,0,18.634154501590693,58.76404022300383,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
r2227,-0.9518311670795737,0,0.4990465903699398,20.221679244709016,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
r2228,-0.9869545672913155,0,0.09538966547250748,14.528834398633242,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
r2229,-0.9988614659053402,0,0.030720761991897598,53.93474612386823,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
r2233,1,0,35.98069571441207,0,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
r2234,1,0,8.236860424892935,0,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
r2235,0.9999692468863332,0,13.78504303734952,2.1196975708007813e-4,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
r2239,-1,0,0,1.596059333543702,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
r2240,-1,0,0,0.8007875369141301,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
r2241,-1,0,0,1.8672170531546806,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.5,10599.1,NA,"PMID:11076396,PMID:14579113"
